,id_area,region,area,palmitic,palmitoleic,stearic,oleic,linoleic,linolenic,arachidic,eicosenoic
344,344_Inland-Sardinia,2,5,1159,9.8e-09,213,7320,1108,38,64,1
345,345_Inland-Sardinia,2,5,1132,8e-09,201,7398,1095,27,67,2
346,346_Inland-Sardinia,2,5,1107,7.5e-09,220,7399,1096,29,90,1
347,347_Inland-Sardinia,2,5,1092,1.04e-08,234,7355,1126,28,58,2
348,348_Inland-Sardinia,2,5,1119,8.100000000000001e-09,219,7409,1057,33,81,2
349,349_Inland-Sardinia,2,5,1106,9.3e-09,212,7381,1104,35,68,1
350,350_Inland-Sardinia,2,5,1047,1.0100000000000001e-08,238,7385,1120,28,89,1
351,351_Inland-Sardinia,2,5,1165,9.899999999999998e-09,214,7331,1101,22,67,3
352,352_Inland-Sardinia,2,5,1158,8.4e-09,201,7327,1123,29,77,2
353,353_Inland-Sardinia,2,5,1095,8.800000000000001e-09,203,7415,1093,37,78,1
354,354_Inland-Sardinia,2,5,1176,7.5e-09,205,7396,1107,33,74,2
355,355_Inland-Sardinia,2,5,1103,1.09e-08,220,7335,1140,28,59,2
356,356_Inland-Sardinia,2,5,1112,9.2e-09,209,7356,1125,32,73,2
357,357_Inland-Sardinia,2,5,1091,9.3e-09,222,7377,1113,20,53,2
358,358_Inland-Sardinia,2,5,1080,9.8e-09,219,7371,1125,33,78,1
359,359_Inland-Sardinia,2,5,1051,1.08e-08,227,7403,1114,30,66,3
360,360_Inland-Sardinia,2,5,1096,8.4e-09,211,7415,1091,30,71,2
361,361_Inland-Sardinia,2,5,1142,9.700000000000001e-09,225,7341,1101,28,65,1
362,362_Inland-Sardinia,2,5,1047,9.6e-09,236,7399,1107,32,80,3
363,363_Inland-Sardinia,2,5,1114,8.600000000000001e-09,210,7359,1116,31,83,2
364,364_Inland-Sardinia,2,5,1140,9.3e-09,241,7324,1098,23,74,1
365,365_Inland-Sardinia,2,5,1075,9.1e-09,200,7410,1107,36,80,1
366,366_Inland-Sardinia,2,5,1092,1.06e-08,219,7427,1125,33,77,1
367,367_Inland-Sardinia,2,5,1076,9.499999999999999e-09,204,7408,1130,27,79,2
368,368_Inland-Sardinia,2,5,1178,8.9e-09,201,7381,1099,34,87,2
369,369_Inland-Sardinia,2,5,1095,1.04e-08,223,7367,1111,43,56,2
370,370_Coast-Sardinia,2,6,1166,9.700000000000001e-09,272,6971,1390,20,83,3
371,371_Coast-Sardinia,2,6,1154,1.1899999999999999e-08,257,7130,1253,22,61,1
372,372_Coast-Sardinia,2,6,1177,1.11e-08,241,6882,1470,22,95,2
373,373_Coast-Sardinia,2,6,1160,9.6e-09,240,7043,1357,24,79,2
374,374_Coast-Sardinia,2,6,1122,1.04e-08,241,7145,1313,15,58,1
375,375_Coast-Sardinia,2,6,1132,9.899999999999998e-09,257,7065,1362,24,90,3
376,376_Coast-Sardinia,2,6,1096,1e-08,260,7162,1282,25,74,2
377,377_Coast-Sardinia,2,6,1131,8.7e-09,233,7144,1307,25,72,3
378,378_Coast-Sardinia,2,6,1184,1.0500000000000001e-08,258,7020,1340,26,66,2
379,379_Coast-Sardinia,2,6,1135,9.399999999999998e-09,235,7123,1320,24,67,2
380,380_Coast-Sardinia,2,6,1084,9.6e-09,240,7164,1330,28,57,1
381,381_Coast-Sardinia,2,6,1086,1.27e-08,252,7159,1285,28,62,2
382,382_Coast-Sardinia,2,6,1140,9.499999999999999e-09,258,7085,1347,23,71,3
383,383_Coast-Sardinia,2,6,1138,1.0100000000000001e-08,254,7103,1310,25,68,1
384,384_Coast-Sardinia,2,6,1159,1.1000000000000003e-08,261,7068,1297,27,77,2
385,385_Inland-Sardinia,2,5,1051,7.799999999999999e-09,211,7421,1146,30,82,2
386,386_Inland-Sardinia,2,5,1048,7.900000000000001e-09,213,7439,1130,28,61,2
387,387_Inland-Sardinia,2,5,1061,8.600000000000001e-09,220,7421,1102,29,79,3
388,388_Inland-Sardinia,2,5,1105,8.800000000000001e-09,210,7353,1142,28,72,1
389,389_Inland-Sardinia,2,5,1145,3.5e-09,237,7208,1118,20,46,2
390,390_Inland-Sardinia,2,5,1049,9.6e-09,219,7303,1168,22,47,2
391,391_Inland-Sardinia,2,5,1105,1.2e-08,218,7302,1158,23,45,3
392,392_Inland-Sardinia,2,5,1030,8.4e-09,214,7403,1177,21,70,1
393,393_Inland-Sardinia,2,5,1070,9.8e-09,215,7280,1240,28,68,3
394,394_Inland-Sardinia,2,5,1103,8.100000000000001e-09,208,7310,1177,30,90,3
395,395_Inland-Sardinia,2,5,1040,1.0100000000000001e-08,205,7368,1176,25,85,3
396,396_Inland-Sardinia,2,5,1100,9.499999999999999e-09,210,7320,1113,22,72,3
397,397_Inland-Sardinia,2,5,1118,8.5e-09,199,7415,1060,36,86,3
398,398_Inland-Sardinia,2,5,1065,9.8e-09,230,7345,1163,24,74,1
399,399_Inland-Sardinia,2,5,1131,7.799999999999999e-09,221,7358,1120,22,69,2
400,400_Inland-Sardinia,2,5,1080,1.2e-08,218,7296,1145,35,105,2
401,401_Inland-Sardinia,2,5,1075,8.600000000000001e-09,231,7403,1109,22,73,3
402,402_Inland-Sardinia,2,5,1040,1.03e-08,228,7364,1173,25,66,2
403,403_Inland-Sardinia,2,5,1128,8.199999999999999e-09,203,7320,1148,30,88,1
404,404_Inland-Sardinia,2,5,1060,1.11e-08,231,7363,1149,20,65,1
405,405_Inland-Sardinia,2,5,1103,7.799999999999999e-09,220,7365,1149,20,65,2
406,406_Inland-Sardinia,2,5,1110,9.1e-09,201,7318,1185,24,74,2
407,407_Inland-Sardinia,2,5,1091,1.08e-08,218,7383,1183,28,88,3
408,408_Inland-Sardinia,2,5,1094,9.6e-09,220,7341,1127,26,96,2
409,409_Coast-Sardinia,2,6,1131,8.7e-09,208,7170,1308,28,57,2
410,410_Coast-Sardinia,2,6,1175,1.08e-08,214,7076,1307,33,85,2
411,411_Coast-Sardinia,2,6,1076,7.700000000000001e-09,202,7243,1305,29,67,1
412,412_Coast-Sardinia,2,6,1120,9.000000000000001e-09,240,7068,1383,23,75,1
413,413_Coast-Sardinia,2,6,1152,1.11e-08,238,7080,1372,25,81,2
414,414_Coast-Sardinia,2,6,1141,9.499999999999999e-09,250,7035,1388,22,68,2
415,415_Coast-Sardinia,2,6,1098,1.03e-08,267,7135,1301,24,76,2
416,416_Coast-Sardinia,2,6,1126,1e-08,236,7062,1380,26,69,1
417,417_Coast-Sardinia,2,6,1087,8.9e-09,243,7200,1302,18,60,1
418,418_Coast-Sardinia,2,6,1115,9.6e-09,236,7085,1372,20,75,2
419,419_Coast-Sardinia,2,6,1178,9.2e-09,241,7006,1376,22,84,1
420,420_Coast-Sardinia,2,6,1162,1.06e-08,242,7025,1368,25,71,2
421,421_Umbria,3,9,1085,7e-09,180,7955,605,20,50,1
422,422_Umbria,3,9,1085,7e-09,185,7955,600,25,55,1
423,423_Umbria,3,9,1090,6e-09,190,7950,600,28,47,2
424,424_Umbria,3,9,1080,6.500000000000001e-09,189,7960,602,35,20,1
425,425_Umbria,3,9,1090,6e-09,195,7955,600,28,42,2
426,426_Umbria,3,9,1105,5.500000000000001e-09,200,7900,600,37,55,2
427,427_Umbria,3,9,1060,7.5e-09,175,7975,610,20,55,2
428,428_Umbria,3,9,1050,7e-09,170,7977,605,28,65,1
429,429_Umbria,3,9,1100,5.500000000000001e-09,198,7905,600,35,50,3
430,430_Umbria,3,9,1065,6.500000000000001e-09,178,7965,605,22,65,2
431,431_Umbria,3,9,1085,6e-09,188,7955,602,30,50,2
432,432_Umbria,3,9,1080,6.500000000000001e-09,180,7960,605,25,55,1
433,433_Umbria,3,9,1085,6e-09,190,7955,602,30,53,1
434,434_Umbria,3,9,1075,6.8e-09,195,7960,602,20,40,3
435,435_Umbria,3,9,1090,5.8e-09,192,7950,600,35,40,3
436,436_Umbria,3,9,1095,6e-09,198,7945,600,38,34,2
437,437_Umbria,3,9,1090,5.8e-09,195,7950,600,30,42,2
438,438_Umbria,3,9,1095,5.8e-09,198,7950,602,35,32,1
439,439_Umbria,3,9,1090,5.8e-09,195,7940,600,35,42,2
440,440_Umbria,3,9,1095,5.8e-09,198,7945,600,35,34,1
441,441_Umbria,3,9,1095,5.500000000000001e-09,200,7940,600,35,45,3
442,442_Umbria,3,9,1080,7e-09,188,7965,608,28,36,3
443,443_Umbria,3,9,1090,6e-09,195,7950,600,32,38,2
444,444_Umbria,3,9,1105,5.500000000000001e-09,200,7900,595,39,56,1
445,445_Umbria,3,9,1110,5e-09,205,7900,595,40,52,1
446,446_Umbria,3,9,1075,7e-09,198,7978,608,28,33,2
447,447_Umbria,3,9,1075,6.500000000000001e-09,185,7980,608,35,42,3
448,448_Umbria,3,9,1065,7.5e-09,180,7975,610,25,50,3
449,449_Umbria,3,9,1070,7.5e-09,188,7980,602,22,45,2
450,450_Umbria,3,9,1070,7.5e-09,188,7980,602,22,45,1
451,451_Umbria,3,9,1100,7e-09,200,7910,610,39,44,1
452,452_Umbria,3,9,1075,7e-09,185,7960,610,22,58,2
453,453_Umbria,3,9,1050,7.799999999999999e-09,175,7990,610,18,59,3
454,454_Umbria,3,9,1090,6e-09,198,7945,600,32,35,2
455,455_Umbria,3,9,1050,7.799999999999999e-09,188,7990,608,28,23,3
456,456_Umbria,3,9,1075,7e-09,190,7975,605,28,27,3
457,457_Umbria,3,9,1098,5.4e-09,202,7945,595,42,32,2
458,458_Umbria,3,9,1105,1.5e-09,198,8005,575,52,20,2
459,459_Umbria,3,9,1110,7.5e-09,220,7915,510,55,65,2
460,460_Umbria,3,9,1058,5e-09,178,7988,626,40,55,3
461,461_Umbria,3,9,1115,3e-09,225,7955,600,55,15,2
462,462_Umbria,3,9,1105,3e-09,198,7995,570,52,20,3
463,463_Umbria,3,9,1072,4.9e-09,178,7980,615,48,48,2
464,464_Umbria,3,9,1110,1.5e-09,210,7990,570,50,20,2
465,465_Umbria,3,9,1110,8e-09,215,7910,525,50,60,1
466,466_Umbria,3,9,1055,6e-09,175,7985,620,45,50,1
467,467_Umbria,3,9,1100,8e-09,215,7930,535,45,60,2
468,468_Umbria,3,9,1105,5.500000000000001e-09,205,7965,600,25,20,2
469,469_Umbria,3,9,1095,5e-09,210,7948,600,25,35,2
470,470_Umbria,3,9,1110,5e-09,220,7950,600,52,10,2
471,471_Umbria,3,9,1092,3.7000000000000005e-09,210,7955,600,40,40,3
472,472_East-Liguria,3,7,1290,6e-09,260,7550,670,70,100,2
473,473_East-Liguria,3,7,1170,8e-09,230,7690,720,40,70,1
474,474_East-Liguria,3,7,1100,9.000000000000001e-09,250,7680,760,30,80,2
475,475_East-Liguria,3,7,1120,7e-09,240,7720,730,40,80,2
476,476_East-Liguria,3,7,1160,7e-09,250,7650,750,30,90,1
477,477_East-Liguria,3,7,1200,5e-09,210,7770,690,20,50,3
478,478_East-Liguria,3,7,1140,5e-09,200,7990,580,10,20,1
479,479_East-Liguria,3,7,1220,8e-09,240,7610,760,30,60,2
480,480_East-Liguria,3,7,1180,9.000000000000001e-09,250,7520,800,50,100,2
481,481_East-Liguria,3,7,1210,7e-09,250,7560,780,40,90,2
482,482_East-Liguria,3,7,1220,8e-09,220,7540,770,60,100,2
483,483_East-Liguria,3,7,1180,1e-08,190,7520,820,50,100,1
484,484_East-Liguria,3,7,1160,9.000000000000001e-09,220,7580,790,40,90,1
485,485_East-Liguria,3,7,1130,1e-08,240,7620,780,30,90,1
486,486_East-Liguria,3,7,1080,1e-08,260,7710,750,20,70,2
487,487_East-Liguria,3,7,1090,9.000000000000001e-09,280,7730,720,50,100,1
488,488_East-Liguria,3,7,1020,1e-08,270,7770,710,40,90,1
489,489_East-Liguria,3,7,1090,9.000000000000001e-09,250,7680,760,60,80,1
490,490_East-Liguria,3,7,1120,1e-08,260,7720,680,30,80,2
491,491_East-Liguria,3,7,1080,8e-09,240,7830,670,30,70,2
492,492_East-Liguria,3,7,1160,7e-09,230,7860,640,10,20,1
493,493_East-Liguria,3,7,1100,8e-09,240,7820,670,20,70,2
494,494_East-Liguria,3,7,1050,1e-08,250,7930,630,10,30,3
495,495_East-Liguria,3,7,1090,9.000000000000001e-09,270,7780,690,30,50,3
496,496_East-Liguria,3,7,1120,8e-09,260,7750,680,30,80,3
497,497_East-Liguria,3,7,1120,1e-08,250,7680,730,40,70,2
498,498_East-Liguria,3,7,1190,9.000000000000001e-09,230,7670,710,30,80,2
499,499_East-Liguria,3,7,1170,1.1000000000000003e-08,250,7620,740,20,90,1
500,500_East-Liguria,3,7,1120,1e-08,230,7720,730,20,70,1
501,501_East-Liguria,3,7,1190,8e-09,270,7690,720,10,40,2
502,502_East-Liguria,3,7,1400,9.000000000000001e-09,270,7420,800,0,20,2
503,503_East-Liguria,3,7,1350,8e-09,250,7520,760,10,30,1
504,504_East-Liguria,3,7,1090,6e-09,220,7890,670,10,60,2
505,505_East-Liguria,3,7,1150,9.000000000000001e-09,230,7790,650,30,60,1
506,506_East-Liguria,3,7,1240,9.000000000000001e-09,220,7820,590,10,30,1
507,507_East-Liguria,3,7,1220,1e-08,240,7890,530,0,10,2
508,508_East-Liguria,3,7,1180,8e-09,250,7870,580,10,30,2
509,509_East-Liguria,3,7,1170,1.1000000000000003e-08,240,7730,630,30,90,1
510,510_East-Liguria,3,7,1170,1e-08,280,7710,640,20,70,3
511,511_East-Liguria,3,7,1180,8e-09,220,7790,680,10,40,1
512,512_East-Liguria,3,7,1200,9.000000000000001e-09,240,7820,590,10,50,2
513,513_East-Liguria,3,7,1140,9.000000000000001e-09,240,7880,570,20,60,3
514,514_East-Liguria,3,7,1160,7e-09,210,7870,580,30,80,3
515,515_East-Liguria,3,7,1130,8e-09,250,7780,650,40,60,3
516,516_East-Liguria,3,7,1150,8e-09,240,7800,630,30,70,2
517,517_East-Liguria,3,7,1110,7e-09,240,7820,670,20,70,3
518,518_East-Liguria,3,7,1150,7e-09,220,7850,620,20,40,2
519,519_East-Liguria,3,7,1180,8e-09,240,7760,670,20,50,2
520,520_East-Liguria,3,7,1020,8e-09,250,7920,680,10,30,3
521,521_East-Liguria,3,7,610,8e-09,230,8410,650,0,20,3
522,522_West-Liguria,3,8,1190,1.5e-08,290,7340,1020,0,10,2
523,523_West-Liguria,3,8,1110,1.3000000000000002e-08,210,7550,1000,0,0,1
524,524_West-Liguria,3,8,1020,1e-08,220,7530,1030,0,0,3
525,525_West-Liguria,3,8,1070,1.2e-08,210,7600,990,0,10,3
526,526_West-Liguria,3,8,1010,9.000000000000001e-09,350,7480,1050,10,10,1
527,527_West-Liguria,3,8,1060,1.4e-08,240,7680,830,10,40,2
528,528_West-Liguria,3,8,1060,1.4e-08,270,7620,880,10,20,1
529,529_West-Liguria,3,8,1030,1e-08,230,7740,900,0,0,2
530,530_West-Liguria,3,8,1120,1.3000000000000002e-08,250,7530,970,0,0,3
531,531_West-Liguria,3,8,1030,1.1000000000000003e-08,220,7760,980,0,0,2
532,532_West-Liguria,3,8,1070,1e-08,230,7600,990,10,0,1
533,533_West-Liguria,3,8,1140,1.8000000000000002e-08,220,7610,850,10,10,2
534,534_West-Liguria,3,8,1090,1.8000000000000002e-08,230,7590,860,10,40,2
535,535_West-Liguria,3,8,980,1.1000000000000003e-08,300,7720,910,10,0,3
536,536_West-Liguria,3,8,980,9.000000000000001e-09,330,7540,1040,0,0,2
537,537_West-Liguria,3,8,960,9.000000000000001e-09,200,7810,940,0,0,2
538,538_West-Liguria,3,8,990,9.000000000000001e-09,210,7780,930,0,0,2
539,539_West-Liguria,3,8,1060,1.2e-08,210,7600,1010,0,0,1
540,540_West-Liguria,3,8,1240,1.5e-08,250,7610,730,10,10,1
541,541_West-Liguria,3,8,1060,9.000000000000001e-09,310,7850,690,0,0,2
542,542_West-Liguria,3,8,1020,1e-08,290,7620,960,0,10,2
543,543_West-Liguria,3,8,970,9.000000000000001e-09,220,7700,1020,0,0,3
544,544_West-Liguria,3,8,1180,1.3000000000000002e-08,220,7450,1010,0,10,2
545,545_West-Liguria,3,8,1060,1.4e-08,240,7690,850,10,10,1
546,546_West-Liguria,3,8,990,1e-08,250,7630,1030,0,0,3
547,547_West-Liguria,3,8,1010,9.000000000000001e-09,350,7630,940,10,0,3
548,548_West-Liguria,3,8,1040,9.000000000000001e-09,250,7780,820,10,10,1
549,549_West-Liguria,3,8,1040,9.000000000000001e-09,250,7810,810,10,10,2
550,550_West-Liguria,3,8,1020,9.000000000000001e-09,350,7620,920,10,0,3
551,551_West-Liguria,3,8,1020,9.000000000000001e-09,260,7620,1010,0,0,3
552,552_West-Liguria,3,8,1010,9.000000000000001e-09,350,7610,930,10,0,3
553,553_West-Liguria,3,8,920,1.1000000000000003e-08,340,7720,910,0,0,3
554,554_West-Liguria,3,8,1030,1e-08,250,7710,900,0,10,2
555,555_West-Liguria,3,8,960,9.000000000000001e-09,300,7820,830,0,0,3
556,556_West-Liguria,3,8,1030,1.1000000000000003e-08,210,7810,840,0,0,1
557,557_West-Liguria,3,8,1010,1e-08,240,7710,910,10,20,2
558,558_West-Liguria,3,8,1020,9.000000000000001e-09,240,7800,850,0,0,2
559,559_West-Liguria,3,8,1120,9.000000000000001e-09,300,7650,830,0,10,1
560,560_West-Liguria,3,8,1090,9.000000000000001e-09,290,7710,800,10,0,2
561,561_West-Liguria,3,8,1100,1.2e-08,280,7630,770,10,10,2
562,562_West-Liguria,3,8,1090,8e-09,240,7820,760,10,0,2
563,563_West-Liguria,3,8,1150,9.000000000000001e-09,250,7720,810,0,10,3
564,564_West-Liguria,3,8,1110,9.000000000000001e-09,230,7810,750,0,10,2
565,565_West-Liguria,3,8,1010,1.1000000000000003e-08,210,7720,950,0,0,1
566,566_West-Liguria,3,8,1070,1e-08,220,7730,870,10,10,2
567,567_West-Liguria,3,8,1280,1.1000000000000003e-08,290,7490,790,10,10,2
568,568_West-Liguria,3,8,1060,1e-08,270,7740,810,10,10,3
569,569_West-Liguria,3,8,1010,9.000000000000001e-09,210,7720,970,0,0,2
570,570_West-Liguria,3,8,990,1.2e-08,250,7750,870,10,10,2
571,571_West-Liguria,3,8,960,8e-09,240,7950,740,10,20,2
